Sno,date,id,teamA,teamB
1580,2021-12-30,1290648,Northern Districts,Central Districts
1581,2021-12-29,1269662,Brisbane Heat,Sydney Sixers
1582,2021-12-29,1269663,Hobart Hurricanes,Melbourne Renegades
1583,2021-12-29,1289620,Otago,Auckland
1584,2021-12-29,1290647,Otago,Auckland
1585,2021-12-28,1269661,Sydney Thunder,Perth Scorchers
1586,2021-12-28,1289619,Otago,Wellington
1587,2021-12-28,1290646,Wellington,Otago
1588,2021-12-27,1269659,Adelaide Strikers,Hobart Hurricanes
1589,2021-12-27,1269660,Melbourne Stars,Brisbane Heat
1590,2021-12-27,1289618,Central Districts,Auckland
1591,2021-12-27,1290645,Central Districts,Auckland
1592,2021-12-26,1263464,England,Australia
1593,2021-12-26,1269657,Sydney Sixers,Sydney Thunder
1594,2021-12-26,1269658,Melbourne Renegades,Perth Scorchers
1595,2021-12-26,1277079,India,South Africa
1596,2021-12-26,1289617,Canterbury,Otago
1597,2021-12-26,1290644,Otago,Canterbury
1598,2021-12-24,1269656,Hobart Hurricanes,Melbourne Stars
1599,2021-12-24,1289616,Auckland,Wellington
1600,2021-12-24,1290643,Wellington,Auckland
1601,2021-12-23,1269655,Brisbane Heat,Adelaide Strikers
1602,2021-12-23,1289615,Canterbury,Northern Districts
1603,2021-12-23,1290642,Canterbury,Northern Districts
1604,2021-12-23,1291188,Ireland,United States of America
1605,2021-12-23,1291218,Jaffna Kings,Galle Gladiators
1606,2021-12-22,1269654,Perth Scorchers,Melbourne Renegades
1607,2021-12-22,1291187,United States of America,Ireland
1608,2021-12-21,1269653,Adelaide Strikers,Sydney Sixers
1609,2021-12-21,1291217,Jaffna Kings,Dambulla Giants
1610,2021-12-20,1269652,Perth Scorchers,Hobart Hurricanes
1611,2021-12-20,1289604,Auckland,Northern Districts
1612,2021-12-20,1290631,Northern Districts,Auckland
1613,2021-12-19,1269651,Sydney Thunder,Brisbane Heat
1614,2021-12-19,1289614,Wellington,Canterbury
1615,2021-12-19,1290641,Wellington,Canterbury
1616,2021-12-19,1291215,Colombo Stars,Dambulla Giants
1617,2021-12-19,1291216,Galle Gladiators,Jaffna Kings
1618,2021-12-18,1289613,Central Districts,Otago
1619,2021-12-18,1290640,Central Districts,Otago
1620,2021-12-17,1289612,Auckland,Northern Districts
1621,2021-12-17,1290639,Auckland,Northern Districts
1622,2021-12-17,1291213,Galle Gladiators,Jaffna Kings
1623,2021-12-17,1291214,Colombo Stars,Kandy Warriors
1624,2021-12-16,1263463,Australia,England
1625,2021-12-16,1287775,West Indies,Pakistan
1626,2021-12-16,1291211,Jaffna Kings,Colombo Stars
1627,2021-12-16,1291212,Dambulla Giants,Kandy Warriors
1628,2021-12-15,1269650,Melbourne Stars,Sydney Sixers
1629,2021-12-14,1269649,Perth Scorchers,Hobart Hurricanes
1630,2021-12-14,1287774,Pakistan,West Indies
1631,2021-12-14,1291209,Kandy Warriors,Colombo Stars
1632,2021-12-14,1291210,Galle Gladiators,Dambulla Giants
1633,2021-12-13,1269648,Melbourne Renegades,Brisbane Heat
1634,2021-12-13,1287773,Pakistan,West Indies
1635,2021-12-13,1291208,Dambulla Giants,Jaffna Kings
1636,2021-12-12,1269647,Sydney Thunder,Melbourne Stars
1637,2021-12-12,1289611,Northern Districts,Otago
1638,2021-12-12,1290638,Northern Districts,Otago
1639,2021-12-12,1291206,Kandy Warriors,Jaffna Kings
1640,2021-12-12,1291207,Colombo Stars,Galle Gladiators
1641,2021-12-11,1269645,Hobart Hurricanes,Sydney Sixers
1642,2021-12-11,1269646,Perth Scorchers,Adelaide Strikers
1643,2021-12-11,1291204,Galle Gladiators,Kandy Warriors
1644,2021-12-11,1291205,Dambulla Giants,Colombo Stars
1645,2021-12-10,1269644,Melbourne Stars,Sydney Thunder
1646,2021-12-10,1289609,Canterbury,Central Districts
1647,2021-12-10,1290636,Central Districts,Canterbury
1648,2021-12-10,1291202,Dambulla Giants,Galle Gladiators
1649,2021-12-10,1291203,Jaffna Kings,Colombo Stars
1650,2021-12-09,1269643,Adelaide Strikers,Melbourne Renegades
1651,2021-12-08,1263462,England,Australia
1652,2021-12-08,1269641,Sydney Sixers,Hobart Hurricanes
1653,2021-12-08,1269642,Perth Scorchers,Brisbane Heat
1654,2021-12-08,1291200,Dambulla Giants,Colombo Stars
1655,2021-12-08,1291201,Jaffna Kings,Kandy Warriors
1656,2021-12-07,1269640,Melbourne Renegades,Adelaide Strikers
1657,2021-12-07,1291198,Dambulla Giants,Jaffna Kings
1658,2021-12-07,1291199,Kandy Warriors,Galle Gladiators
1659,2021-12-06,1269639,Brisbane Heat,Sydney Thunder
1660,2021-12-06,1291196,Dambulla Giants,Kandy Warriors
1661,2021-12-06,1291197,Galle Gladiators,Colombo Stars
1662,2021-12-05,1269638,Sydney Sixers,Melbourne Stars
1663,2021-12-05,1289608,Central Districts,Wellington
1664,2021-12-05,1290635,Wellington,Central Districts
1665,2021-12-05,1291195,Galle Gladiators,Jaffna Kings
1666,2021-12-04,1277978,Pakistan,Bangladesh
1667,2021-12-03,1278675,India,New Zealand
1668,2021-12-03,1289606,Northern Districts,Otago
1669,2021-12-03,1290633,Otago,Northern Districts
1670,2021-11-29,1288346,Sri Lanka,West Indies
1671,2021-11-28,1286980,United Arab Emirates,Nepal
1672,2021-11-28,1286981,Malaysia,Bhutan
1673,2021-11-28,1286982,Hong Kong,Kuwait
1674,2021-11-28,1289605,Otago,Central Districts
1675,2021-11-28,1290632,Otago,Central Districts
1676,2021-11-27,1269113,Perth Scorchers,Adelaide Strikers
1677,2021-11-27,1286915,Pakistan,Zimbabwe
1678,2021-11-27,1286916,United States of America,Thailand
1679,2021-11-26,1277073,South Africa,Netherlands
1680,2021-11-26,1277977,Bangladesh,Pakistan
1681,2021-11-26,1286978,Hong Kong,Bhutan
1682,2021-11-26,1286979,Kuwait,United Arab Emirates
1683,2021-11-26,1289603,Wellington,Canterbury
1684,2021-11-26,1290630,Wellington,Canterbury
1685,2021-11-26,1290881,Namibia,Oman
1686,2021-11-25,1269112,Melbourne Renegades,Adelaide Strikers
1687,2021-11-25,1278674,India,New Zealand
1688,2021-11-25,1286904,Ireland,Netherlands
1689,2021-11-25,1286910,Bangladesh,Thailand
1690,2021-11-25,1286912,United States of America,Zimbabwe
1691,2021-11-25,1286974,Malaysia,Hong Kong
1692,2021-11-25,1286975,Kuwait,Nepal
1693,2021-11-25,1286976,United Arab Emirates,Bhutan
1694,2021-11-24,1269111,Brisbane Heat,Adelaide Strikers
1695,2021-11-23,1270441,Queensland,South Australia
1696,2021-11-23,1286906,Sri Lanka,Netherlands
1697,2021-11-23,1286907,Pakistan,Thailand
1698,2021-11-23,1286908,Bangladesh,United States of America
1699,2021-11-23,1286971,United Arab Emirates,Hong Kong
1700,2021-11-23,1286972,Malaysia,Kuwait
1701,2021-11-23,1286973,Bhutan,Nepal
1702,2021-11-22,1277976,Bangladesh,Pakistan
1703,2021-11-22,1286968,United Arab Emirates,Malaysia
1704,2021-11-22,1286969,Nepal,Hong Kong
1705,2021-11-22,1286970,Bhutan,Kuwait
1706,2021-11-21,1269109,Sydney Sixers,Perth Scorchers
1707,2021-11-21,1269110,Adelaide Strikers,Melbourne Stars
1708,2021-11-21,1278673,India,New Zealand
1709,2021-11-21,1286901,Pakistan,Bangladesh
1710,2021-11-21,1286902,Thailand,Zimbabwe
1711,2021-11-21,1288345,Sri Lanka,West Indies
1712,2021-11-20,1269105,Melbourne Stars,Perth Scorchers
1713,2021-11-20,1269106,Sydney Sixers,Adelaide Strikers
1714,2021-11-20,1269107,Hobart Hurricanes,Sydney Thunder
1715,2021-11-20,1269108,Brisbane Heat,Melbourne Renegades
1716,2021-11-20,1270462,New South Wales,Victoria
1717,2021-11-20,1277975,Bangladesh,Pakistan
1718,2021-11-20,1289050,Tanzania,Uganda
1719,2021-11-20,1289051,Kenya,Nigeria
1720,2021-11-20,1289052,Kenya,Uganda
1721,2021-11-20,1289053,Tanzania,Nigeria
1722,2021-11-19,1269103,Hobart Hurricanes,Melbourne Renegades
1723,2021-11-19,1269104,Sydney Thunder,Brisbane Heat
1724,2021-11-19,1277974,Bangladesh,Pakistan
1725,2021-11-19,1278672,New Zealand,India
1726,2021-11-18,1289046,Tanzania,Uganda
1727,2021-11-18,1289047,Nigeria,Kenya
1728,2021-11-18,1289048,Tanzania,Kenya
1729,2021-11-18,1289049,Nigeria,Uganda
1730,2021-11-18,1289286,Nepal,Qatar
1731,2021-11-17,1269101,Perth Scorchers,Adelaide Strikers
1732,2021-11-17,1269102,Melbourne Renegades,Sydney Thunder
1733,2021-11-17,1278671,New Zealand,India
1734,2021-11-17,1289042,Nigeria,Tanzania
1735,2021-11-17,1289043,Kenya,Uganda
1736,2021-11-17,1289044,Uganda,Nigeria
1737,2021-11-17,1289045,Tanzania,Kenya
1738,2021-11-17,1289285,Nepal,Qatar
1739,2021-11-16,1289284,Nepal,Qatar
1740,2021-11-15,1288322,Zimbabwe,Bangladesh
1741,2021-11-14,1269099,Brisbane Heat,Adelaide Strikers
1742,2021-11-14,1269100,Sydney Sixers,Sydney Thunder
1743,2021-11-14,1273756,New Zealand,Australia
1744,2021-11-14,1286686,Canada,Panama
1745,2021-11-14,1288211,Pakistan,West Indies
1746,2021-11-13,1269096,Adelaide Strikers,Hobart Hurricanes
1747,2021-11-13,1269098,Sydney Sixers,Brisbane Heat
1748,2021-11-13,1286682,Bahamas,United States of America
1749,2021-11-13,1286683,Belize,Bermuda
1750,2021-11-13,1286684,Panama,Bahamas
1751,2021-11-13,1286685,Argentina,Canada
1752,2021-11-11,1269095,Perth Scorchers,Sydney Thunder
1753,2021-11-11,1273755,Pakistan,Australia
1754,2021-11-11,1286679,Bahamas,Belize
1755,2021-11-11,1286681,Argentina,United States of America
1756,2021-11-11,1288210,West Indies,Pakistan
1757,2021-11-10,1269093,Melbourne Stars,Perth Scorchers
1758,2021-11-10,1269094,Sydney Sixers,Adelaide Strikers
1759,2021-11-10,1270446,South Australia,Tasmania
1760,2021-11-10,1270456,Queensland,Western Australia
1761,2021-11-10,1273754,England,New Zealand
1762,2021-11-10,1286674,Canada,United States of America
1763,2021-11-10,1286675,Argentina,Belize
1764,2021-11-10,1286677,Bermuda,Bahamas
1765,2021-11-09,1269091,Sydney Sixers,Brisbane Heat
1766,2021-11-09,1269092,Adelaide Strikers,Sydney Thunder
1767,2021-11-08,1273753,Namibia,India
1768,2021-11-08,1286670,Canada,Belize
1769,2021-11-08,1286671,Bahamas,Argentina
1770,2021-11-08,1286672,Belize,Panama
1771,2021-11-08,1286673,United States of America,Bermuda
1772,2021-11-08,1288209,West Indies,Pakistan
1773,2021-11-07,1269088,Sydney Thunder,Brisbane Heat
1774,2021-11-07,1269089,Melbourne Stars,Melbourne Renegades
1775,2021-11-07,1269090,Hobart Hurricanes,Perth Scorchers
1776,2021-11-07,1273751,Afghanistan,New Zealand
1777,2021-11-07,1273752,Pakistan,Scotland
1778,2021-11-07,1283050,Cameroon,Sierra Leone
1779,2021-11-07,1283051,Tanzania,Botswana
1780,2021-11-07,1286667,Belize,United States of America
1781,2021-11-06,1269085,Melbourne Renegades,Brisbane Heat
1782,2021-11-06,1269086,Melbourne Stars,Adelaide Strikers
1783,2021-11-06,1269087,Hobart Hurricanes,Perth Scorchers
1784,2021-11-06,1273749,West Indies,Australia
1785,2021-11-06,1273750,South Africa,England
1786,2021-11-06,1283048,Botswana,Mozambique
1787,2021-11-06,1283049,Tanzania,Cameroon
1788,2021-11-05,1270437,Victoria,New South Wales
1789,2021-11-05,1273747,New Zealand,Namibia
1790,2021-11-05,1273748,Scotland,India
1791,2021-11-05,1283046,Cameroon,Botswana
1792,2021-11-05,1283047,Mozambique,Sierra Leone
1793,2021-11-04,1273745,Bangladesh,Australia
1794,2021-11-04,1273746,Sri Lanka,West Indies
1795,2021-11-03,1269083,Sydney Sixers,Hobart Hurricanes
1796,2021-11-03,1269084,Perth Scorchers,Melbourne Renegades
1797,2021-11-03,1273743,New Zealand,Scotland
1798,2021-11-03,1273744,India,Afghanistan
1799,2021-11-03,1283044,Mozambique,Cameroon
1800,2021-11-03,1283045,Sierra Leone,Tanzania
1801,2021-11-02,1273741,Bangladesh,South Africa
1802,2021-11-02,1273742,Pakistan,Namibia
1803,2021-11-02,1283042,Botswana,Sierra Leone
1804,2021-11-02,1283043,Tanzania,Mozambique
1805,2021-11-01,1273740,England,Sri Lanka
1806,2021-10-31,1269079,Sydney Thunder,Hobart Hurricanes
1807,2021-10-31,1269080,Adelaide Strikers,Melbourne Renegades
1808,2021-10-31,1269081,Brisbane Heat,Melbourne Stars
1809,2021-10-31,1269082,Sydney Sixers,Perth Scorchers
1810,2021-10-31,1273738,Afghanistan,Namibia
1811,2021-10-31,1273739,India,New Zealand
1812,2021-10-30,1269075,Melbourne Renegades,Sydney Sixers
1813,2021-10-30,1269076,Sydney Thunder,Melbourne Stars
1814,2021-10-30,1269077,Perth Scorchers,Adelaide Strikers
1815,2021-10-30,1269078,Brisbane Heat,Hobart Hurricanes
1816,2021-10-30,1273736,Sri Lanka,South Africa
1817,2021-10-30,1273737,Australia,England
1818,2021-10-29,1273734,West Indies,Bangladesh
1819,2021-10-29,1273735,Afghanistan,Pakistan
1820,2021-10-29,1284497,Kuwait,Qatar
1821,2021-10-28,1273733,Sri Lanka,Australia
1822,2021-10-28,1284495,Maldives,Kuwait
1823,2021-10-28,1284496,Bahrain,Saudi Arabia
1824,2021-10-27,1269073,Melbourne Renegades,Sydney Thunder
1825,2021-10-27,1269074,Melbourne Stars,Hobart Hurricanes
1826,2021-10-27,1270442,Victoria,New South Wales
1827,2021-10-27,1273731,Bangladesh,England
1828,2021-10-27,1273732,Scotland,Namibia
1829,2021-10-27,1284493,Maldives,Bahrain
1830,2021-10-26,1269071,Melbourne Stars,Sydney Thunder
1831,2021-10-26,1269072,Hobart Hurricanes,Brisbane Heat
1832,2021-10-26,1273729,West Indies,South Africa
1833,2021-10-26,1273730,New Zealand,Pakistan
1834,2021-10-26,1283094,Nigeria,Sierra Leone
1835,2021-10-25,1273728,Afghanistan,Scotland
1836,2021-10-24,1269068,Brisbane Heat,Adelaide Strikers
1837,2021-10-24,1269069,Sydney Sixers,Melbourne Renegades
1838,2021-10-24,1269070,Perth Scorchers,Sydney Thunder
1839,2021-10-24,1273726,Bangladesh,Sri Lanka
1840,2021-10-24,1273727,India,Pakistan
1841,2021-10-24,1282278,Gibraltar,Bulgaria
1842,2021-10-24,1282279,Malta,Switzerland
1843,2021-10-24,1282935,Canada,United States of America
1844,2021-10-24,1283093,Nigeria,Sierra Leone
1845,2021-10-24,1284490,Bahrain,Kuwait
1846,2021-10-24,1284491,Qatar,Maldives
1847,2021-10-23,1269064,Hobart Hurricanes,Adelaide Strikers
1848,2021-10-23,1273724,South Africa,Australia
1849,2021-10-23,1273725,West Indies,England
1850,2021-10-23,1282276,Switzerland,Malta
1851,2021-10-23,1283092,Sierra Leone,Nigeria
1852,2021-10-23,1284488,Qatar,Bahrain
1853,2021-10-23,1284489,Maldives,Saudi Arabia
1854,2021-10-22,1273722,Ireland,Namibia
1855,2021-10-22,1273723,Netherlands,Sri Lanka
1856,2021-10-22,1282273,Gibraltar,Switzerland
1857,2021-10-22,1282275,Bulgaria,Switzerland
1858,2021-10-22,1283038,Swaziland,Rwanda
1859,2021-10-22,1283039,Malawi,Lesotho
1860,2021-10-22,1283040,Malawi,Rwanda
1861,2021-10-22,1283041,Uganda,Seychelles
1862,2021-10-21,1273720,Bangladesh,Papua New Guinea
1863,2021-10-21,1273721,Oman,Scotland
1864,2021-10-21,1282272,Malta,Gibraltar
1865,2021-10-21,1282748,Italy,Germany
1866,2021-10-21,1282749,Denmark,Jersey
1867,2021-10-21,1283037,Uganda,Ghana
1868,2021-10-21,1283091,Nigeria,Sierra Leone
1869,2021-10-20,1269062,Melbourne Renegades,Adelaide Strikers
1870,2021-10-20,1269063,Melbourne Stars,Sydney Sixers
1871,2021-10-20,1273718,Netherlands,Namibia
1872,2021-10-20,1273719,Sri Lanka,Ireland
1873,2021-10-20,1282746,Italy,Jersey
1874,2021-10-20,1282747,Germany,Denmark
1875,2021-10-20,1283033,Malawi,Seychelles
1876,2021-10-20,1283034,Swaziland,Ghana
1877,2021-10-20,1283035,Swaziland,Seychelles
1878,2021-10-20,1283036,Rwanda,Lesotho
1879,2021-10-19,1269060,Hobart Hurricanes,Melbourne Stars
1880,2021-10-19,1269061,Brisbane Heat,Perth Scorchers
1881,2021-10-19,1273716,Scotland,Papua New Guinea
1882,2021-10-19,1273717,Bangladesh,Oman
1883,2021-10-19,1282744,Italy,Denmark
1884,2021-10-19,1282745,Germany,Jersey
1885,2021-10-19,1282929,Argentina,Brazil
1886,2021-10-19,1282930,Canada,United States of America
1887,2021-10-19,1283029,Malawi,Ghana
1888,2021-10-19,1283030,Lesotho,Uganda
1889,2021-10-19,1283032,Swaziland,Uganda
1890,2021-10-19,1283089,Nigeria,Sierra Leone
1891,2021-10-18,1273714,Netherlands,Ireland
1892,2021-10-18,1273715,Namibia,Sri Lanka
1893,2021-10-17,1269058,Perth Scorchers,Brisbane Heat
1894,2021-10-17,1269059,Hobart Hurricanes,Sydney Sixers
1895,2021-10-17,1270452,Western Australia,Tasmania
1896,2021-10-17,1273712,Papua New Guinea,Oman
1897,2021-10-17,1273713,Scotland,Bangladesh
1898,2021-10-17,1282742,Jersey,Denmark
1899,2021-10-17,1282743,Italy,Germany
1900,2021-10-17,1283025,Lesotho,Seychelles
1901,2021-10-17,1283026,Swaziland,Malawi
1902,2021-10-17,1283027,Ghana,Lesotho
1903,2021-10-17,1283028,Uganda,Rwanda
1904,2021-10-16,1269056,Hobart Hurricanes,Melbourne Renegades
1905,2021-10-16,1269057,Adelaide Strikers,Sydney Thunder
1906,2021-10-16,1282740,Denmark,Germany
1907,2021-10-16,1282741,Jersey,Italy
1908,2021-10-16,1283021,Rwanda,Ghana
1909,2021-10-16,1283022,Swaziland,Lesotho
1910,2021-10-16,1283023,Seychelles,Ghana
1911,2021-10-16,1283024,Malawi,Uganda
1912,2021-10-15,1254117,Chennai Super Kings,Kolkata Knight Riders
1913,2021-10-15,1270448,Queensland,South Australia
1914,2021-10-15,1282738,Jersey,Germany
1915,2021-10-15,1282739,Denmark,Italy
1916,2021-10-14,1269055,Melbourne Stars,Sydney Sixers
1917,2021-10-13,1254116,Delhi Capitals,Kolkata Knight Riders
1918,2021-10-11,1254115,Royal Challengers Bangalore,Kolkata Knight Riders
1919,2021-10-11,1281420,Ireland,Zimbabwe
1920,2021-10-10,1254114,Delhi Capitals,Chennai Super Kings
1921,2021-10-10,1263623,Australia,India
1922,2021-10-10,1280059,Namibia,Papua New Guinea
1923,2021-10-10,1280062,Ireland,United Arab Emirates
1924,2021-10-09,1263622,India,Australia
1925,2021-10-09,1280058,Scotland,Namibia
1926,2021-10-09,1281419,Zimbabwe,Ireland
1927,2021-10-08,1254088,Mumbai Indians,Sunrisers Hyderabad
1928,2021-10-08,1254101,Delhi Capitals,Royal Challengers Bangalore
1929,2021-10-08,1279385,Cyprus,Estonia
1930,2021-10-08,1279386,Estonia,Isle of Man
1931,2021-10-08,1280061,United Arab Emirates,Ireland
1932,2021-10-08,1280063,Papua New Guinea,Scotland
1933,2021-10-07,1254094,Chennai Super Kings,Punjab Kings
1934,2021-10-07,1254106,Kolkata Knight Riders,Rajasthan Royals
1935,2021-10-07,1263621,India,Australia
1936,2021-10-07,1270435,Tasmania,Queensland
1937,2021-10-07,1279383,Cyprus,Isle of Man
1938,2021-10-07,1280060,United Arab Emirates,Ireland
1939,2021-10-07,1281418,Ireland,Zimbabwe
1940,2021-10-06,1254095,Sunrisers Hyderabad,Royal Challengers Bangalore
1941,2021-10-06,1279381,Cyprus,Isle of Man
1942,2021-10-06,1279382,Estonia,Isle of Man
1943,2021-10-05,1254093,Rajasthan Royals,Mumbai Indians
1944,2021-10-05,1279379,Estonia,Cyprus
1945,2021-10-05,1279380,Estonia,Cyprus
1946,2021-10-05,1280057,Namibia,United Arab Emirates
1947,2021-10-05,1281417,Ireland,Zimbabwe
1948,2021-10-04,1254110,Chennai Super Kings,Delhi Capitals
1949,2021-10-03,1254090,Royal Challengers Bangalore,Punjab Kings
1950,2021-10-03,1254109,Sunrisers Hyderabad,Kolkata Knight Riders
1951,2021-10-02,1254089,Chennai Super Kings,Rajasthan Royals
1952,2021-10-02,1254112,Mumbai Indians,Delhi Capitals
1953,2021-10-02,1275260,Scotland,Oman
1954,2021-10-01,1254102,Kolkata Knight Riders,Punjab Kings
1955,2021-10-01,1275259,Papua New Guinea,Oman
1956,2021-09-30,1254091,Sunrisers Hyderabad,Chennai Super Kings
1957,2021-09-30,1263620,India,Australia
1958,2021-09-29,1254103,Rajasthan Royals,Royal Challengers Bangalore
1959,2021-09-29,1275258,Papua New Guinea,Scotland
1960,2021-09-28,1254092,Delhi Capitals,Kolkata Knight Riders
1961,2021-09-28,1254099,Punjab Kings,Mumbai Indians
1962,2021-09-28,1275257,Scotland,Oman
1963,2021-09-28,1279470,Lancashire,Warwickshire
1964,2021-09-27,1254100,Rajasthan Royals,Sunrisers Hyderabad
1965,2021-09-26,1254098,Kolkata Knight Riders,Chennai Super Kings
1966,2021-09-26,1254108,Royal Challengers Bangalore,Mumbai Indians
1967,2021-09-26,1260107,England,New Zealand
1968,2021-09-26,1263619,Australia,India
1969,2021-09-26,1275256,Oman,Papua New Guinea
1970,2021-09-25,1252293,Northern Diamonds,Southern Vipers
1971,2021-09-25,1254097,Delhi Capitals,Rajasthan Royals
1972,2021-09-25,1254107,Punjab Kings,Sunrisers Hyderabad
1973,2021-09-25,1275255,Papua New Guinea,Scotland
1974,2021-09-24,1254113,Royal Challengers Bangalore,Chennai Super Kings
1975,2021-09-24,1263618,India,Australia
1976,2021-09-24,1270436,Western Australia,South Australia
1977,2021-09-23,1254096,Mumbai Indians,Kolkata Knight Riders
1978,2021-09-23,1260106,New Zealand,England
1979,2021-09-22,1252292,Central Sparks,Northern Diamonds
1980,2021-09-22,1254105,Sunrisers Hyderabad,Delhi Capitals
1981,2021-09-21,1254111,Rajasthan Royals,Punjab Kings
1982,2021-09-21,1260105,England,New Zealand
1983,2021-09-21,1263617,India,Australia
1984,2021-09-21,1271408,Hampshire,Lancashire
1985,2021-09-21,1271409,Nottinghamshire,Yorkshire
1986,2021-09-21,1271410,Warwickshire,Somerset
1987,2021-09-21,1271411,Northamptonshire,Essex
1988,2021-09-21,1271412,Durham,Gloucestershire
1989,2021-09-21,1271413,Glamorgan,Surrey
1990,2021-09-21,1271414,Middlesex,Kent
1991,2021-09-21,1271415,Derbyshire,Sussex
1992,2021-09-21,1271416,Leicestershire,Worcestershire
1993,2021-09-20,1254087,Royal Challengers Bangalore,Kolkata Knight Riders
1994,2021-09-20,1275254,Oman,United States of America
1995,2021-09-19,1254104,Chennai Super Kings,Mumbai Indians
1996,2021-09-19,1259551,Munster Reds,Northern Knights
1997,2021-09-19,1259552,Leinster Lightning,North-West Warriors
1998,2021-09-19,1260104,England,New Zealand
1999,2021-09-19,1273273,Scotland,Zimbabwe
2000,2021-09-19,1273422,West Indies,South Africa
2001,2021-09-19,1275131,Uganda,Tanzania
2002,2021-09-19,1275132,Zimbabwe,Namibia
2003,2021-09-19,1275253,Oman,Nepal
2004,2021-09-18,1250366,Hampshire,Somerset
2005,2021-09-18,1250367,Kent,Sussex
2006,2021-09-18,1250368,Kent,Somerset
2007,2021-09-18,1252288,Lightning,Central Sparks
2008,2021-09-18,1252289,Thunder,South East Stars
2009,2021-09-18,1252290,Western Storm,Sunrisers
2010,2021-09-18,1252291,Northern Diamonds,Southern Vipers
2011,2021-09-18,1259550,North-West Warriors,Munster Reds
2012,2021-09-17,1273272,Zimbabwe,Scotland
2013,2021-09-17,1275051,Uganda,Kenya
2014,2021-09-17,1275129,Zimbabwe,Uganda
2015,2021-09-17,1275130,Tanzania,Namibia
2016,2021-09-17,1275252,Nepal,United States of America
2017,2021-09-16,1260103,England,New Zealand
2018,2021-09-16,1273421,South Africa,West Indies
2019,2021-09-16,1275045,Nigeria,Kenya
2020,2021-09-16,1275126,Mozambique,Eswatini
2021,2021-09-16,1275127,Zimbabwe,Rwanda
2022,2021-09-16,1275128,Botswana,Tanzania
2023,2021-09-16,1275251,United States of America,Oman
2024,2021-09-15,1269732,St Lucia Kings,St Kitts and Nevis Patriots
2025,2021-09-15,1273271,Scotland,Zimbabwe
2026,2021-09-15,1275047,Uganda,Nigeria
2027,2021-09-15,1275113,Cameroon,Sierra Leone
2028,2021-09-14,1269730,St Lucia Kings,Trinbago Knight Riders
2029,2021-09-14,1269731,Guyana Amazon Warriors,St Kitts and Nevis Patriots
2030,2021-09-14,1271632,Sri Lanka,South Africa
2031,2021-09-14,1275122,Tanzania,Eswatini
2032,2021-09-14,1275123,Cameroon,Namibia
2033,2021-09-14,1275125,Sierra Leone,Uganda
2034,2021-09-14,1275250,Nepal,Oman
2035,2021-09-13,1272381,Zimbabwe,Ireland
2036,2021-09-13,1273420,West Indies,South Africa
2037,2021-09-13,1275042,Kenya,Nigeria
2038,2021-09-13,1275043,Nigeria,Uganda
2039,2021-09-13,1275118,Tanzania,Rwanda
2040,2021-09-13,1275120,Zimbabwe,Mozambique
2041,2021-09-13,1275249,United States of America,Nepal
2042,2021-09-12,1252284,Northern Diamonds,Thunder
2043,2021-09-12,1252285,Central Sparks,South East Stars
2044,2021-09-12,1252286,Western Storm,Lightning
2045,2021-09-12,1252287,Southern Vipers,Sunrisers
2046,2021-09-12,1269727,St Lucia Kings,Barbados Royals
2047,2021-09-12,1269728,Guyana Amazon Warriors,Jamaica Tallawahs
2048,2021-09-12,1269729,St Kitts and Nevis Patriots,Trinbago Knight Riders
2049,2021-09-12,1271399,Hampshire,Nottinghamshire
2050,2021-09-12,1271400,Lancashire,Somerset
2051,2021-09-12,1271401,Warwickshire,Yorkshire
2052,2021-09-12,1271402,Glamorgan,Gloucestershire
2053,2021-09-12,1271403,Northamptonshire,Durham
2054,2021-09-12,1271404,Essex,Surrey
2055,2021-09-12,1271405,Kent,Derbyshire
2056,2021-09-12,1271406,Sussex,Leicestershire
2057,2021-09-12,1271407,Middlesex,Worcestershire
2058,2021-09-12,1271631,Sri Lanka,South Africa
2059,2021-09-12,1275116,Rwanda,Eswatini
2060,2021-09-11,1269724,St Lucia Kings,Barbados Royals
2061,2021-09-11,1269725,Guyana Amazon Warriors,Jamaica Tallawahs
2062,2021-09-11,1269726,Trinbago Knight Riders,St Kitts and Nevis Patriots
2063,2021-09-11,1275039,Nigeria,Kenya
2064,2021-09-11,1275040,Uganda,Nigeria
2065,2021-09-11,1275053,Germany,Spain
2066,2021-09-11,1275054,Germany,Spain
2067,2021-09-11,1275112,Eswatini,Zimbabwe
2068,2021-09-11,1275114,Tanzania,Mozambique
2069,2021-09-11,1275115,Uganda,Nigeria
2070,2021-09-10,1252280,Western Storm,Northern Diamonds
2071,2021-09-10,1252281,South East Stars,Lightning
2072,2021-09-10,1252282,Sunrisers,Central Sparks
2073,2021-09-10,1252283,Thunder,Southern Vipers
2074,2021-09-10,1271630,South Africa,Sri Lanka
2075,2021-09-10,1272097,New Zealand,Bangladesh
2076,2021-09-10,1272380,Ireland,Zimbabwe
2077,2021-09-10,1273419,West Indies,South Africa
2078,2021-09-10,1275044,Kenya,Uganda
2079,2021-09-10,1275052,Spain,Germany
2080,2021-09-10,1275108,Tanzania,Zimbabwe
2081,2021-09-10,1275110,Botswana,Mozambique
2082,2021-09-10,1275111,Namibia,Nigeria
2083,2021-09-10,1276296,Nepal,Papua New Guinea
2084,2021-09-09,1260102,New Zealand,England
2085,2021-09-09,1269722,Barbados Royals,Trinbago Knight Riders
