Team_1,Team_1_number,Team_2,Team_2_number,Winner_team,Winner_team_number,Margin,Ground,Ground_number,Match Date,Scorecard,Match_number,Match_Type
Kings XI,335973.0,Capitals,335975.0,Kings XI,335973.0,14 runs,Mohali,57991.0,"Apr 1, 2019",T20,1175368.0,IPL
Royals,335977.0,RCB,335970.0,Royals,335977.0,7 wickets,Jaipur,58162.0,"Apr 2, 2019",T20,1175369.0,IPL
Mum Indians,335978.0,Super Kings,335974.0,Mum Indians,335978.0,37 runs,Mumbai,58324.0,"Apr 3, 2019",T20,1175370.0,IPL
Capitals,335975.0,Sunrisers,628333.0,Sunrisers,628333.0,5 wickets,Delhi,58040.0,"Apr 4, 2019",T20,1175371.0,IPL
RCB,335970.0,KKR,335971.0,KKR,335971.0,5 wickets,Bengaluru,57897.0,"Apr 5, 2019",T20,1175372.0,IPL
Super Kings,335974.0,Kings XI,335973.0,Super Kings,335974.0,22 runs,Chennai,58008.0,"Apr 6, 2019",T20,1178393.0,IPL
Sunrisers,628333.0,Mum Indians,335978.0,Mum Indians,335978.0,40 runs,Hyderabad (Deccan),58142.0,"Apr 6, 2019",T20,1178394.0,IPL
RCB,335970.0,Capitals,335975.0,Capitals,335975.0,4 wickets,Bengaluru,57897.0,"Apr 7, 2019",T20,1178395.0,IPL
Royals,335977.0,KKR,335971.0,KKR,335971.0,8 wickets,Jaipur,58162.0,"Apr 7, 2019",T20,1178396.0,IPL
Kings XI,335973.0,Sunrisers,628333.0,Kings XI,335973.0,6 wickets,Mohali,57991.0,"Apr 8, 2019",T20,1178397.0,IPL
Super Kings,335974.0,KKR,335971.0,Super Kings,335974.0,7 wickets,Chennai,58008.0,"Apr 9, 2019",T20,1178398.0,IPL
Mum Indians,335978.0,Kings XI,335973.0,Mum Indians,335978.0,3 wickets,Mumbai,58324.0,"Apr 10, 2019",T20,1178399.0,IPL
Royals,335977.0,Super Kings,335974.0,Super Kings,335974.0,4 wickets,Jaipur,58162.0,"Apr 11, 2019",T20,1178400.0,IPL
KKR,335971.0,Capitals,335975.0,Capitals,335975.0,7 wickets,Kolkata,57980.0,"Apr 12, 2019",T20,1178401.0,IPL
Mum Indians,335978.0,Royals,335977.0,Royals,335977.0,4 wickets,Mumbai,58324.0,"Apr 13, 2019",T20,1178402.0,IPL
Kings XI,335973.0,RCB,335970.0,RCB,335970.0,8 wickets,Mohali,57991.0,"Apr 13, 2019",T20,1178403.0,IPL
KKR,335971.0,Super Kings,335974.0,Super Kings,335974.0,5 wickets,Kolkata,57980.0,"Apr 14, 2019",T20,1178404.0,IPL
Sunrisers,628333.0,Capitals,335975.0,Capitals,335975.0,39 runs,Hyderabad (Deccan),58142.0,"Apr 14, 2019",T20,1178405.0,IPL
Mum Indians,335978.0,RCB,335970.0,Mum Indians,335978.0,5 wickets,Mumbai,58324.0,"Apr 15, 2019",T20,1178406.0,IPL
Kings XI,335973.0,Royals,335977.0,Kings XI,335973.0,12 runs,Mohali,57991.0,"Apr 16, 2019",T20,1178407.0,IPL
Sunrisers,628333.0,Super Kings,335974.0,Sunrisers,628333.0,6 wickets,Hyderabad (Deccan),58142.0,"Apr 17, 2019",T20,1178408.0,IPL
Capitals,335975.0,Mum Indians,335978.0,Mum Indians,335978.0,40 runs,Delhi,58040.0,"Apr 18, 2019",T20,1178409.0,IPL
KKR,335971.0,RCB,335970.0,RCB,335970.0,10 runs,Kolkata,57980.0,"Apr 19, 2019",T20,1178410.0,IPL
Royals,335977.0,Mum Indians,335978.0,Royals,335977.0,5 wickets,Jaipur,58162.0,"Apr 20, 2019",T20,1178411.0,IPL
Capitals,335975.0,Kings XI,335973.0,Capitals,335975.0,5 wickets,Delhi,58040.0,"Apr 20, 2019",T20,1178412.0,IPL
Sunrisers,628333.0,KKR,335971.0,Sunrisers,628333.0,9 wickets,Hyderabad (Deccan),58142.0,"Apr 21, 2019",T20,1178413.0,IPL
RCB,335970.0,Super Kings,335974.0,RCB,335970.0,1 run,Bengaluru,57897.0,"Apr 21, 2019",T20,1178414.0,IPL
Royals,335977.0,Capitals,335975.0,Capitals,335975.0,6 wickets,Jaipur,58162.0,"Apr 22, 2019",T20,1178415.0,IPL
Super Kings,335974.0,Sunrisers,628333.0,Super Kings,335974.0,6 wickets,Chennai,58008.0,"Apr 23, 2019",T20,1178416.0,IPL
RCB,335970.0,Kings XI,335973.0,RCB,335970.0,17 runs,Bengaluru,57897.0,"Apr 24, 2019",T20,1178417.0,IPL
KKR,335971.0,Royals,335977.0,Royals,335977.0,3 wickets,Kolkata,57980.0,"Apr 25, 2019",T20,1178418.0,IPL
Super Kings,335974.0,Mum Indians,335978.0,Mum Indians,335978.0,46 runs,Chennai,58008.0,"Apr 26, 2019",T20,1178419.0,IPL
Royals,335977.0,Sunrisers,628333.0,Royals,335977.0,7 wickets,Jaipur,58162.0,"Apr 27, 2019",T20,1178420.0,IPL
Capitals,335975.0,RCB,335970.0,Capitals,335975.0,16 runs,Delhi,58040.0,"Apr 28, 2019",T20,1178421.0,IPL
KKR,335971.0,Mum Indians,335978.0,KKR,335971.0,34 runs,Kolkata,57980.0,"Apr 28, 2019",T20,1178422.0,IPL
Sunrisers,628333.0,Kings XI,335973.0,Sunrisers,628333.0,45 runs,Hyderabad (Deccan),58142.0,"Apr 29, 2019",T20,1178423.0,IPL
RCB,335970.0,Royals,335977.0,no result,,,Bengaluru,57897.0,"Apr 30, 2019",T20,1178424.0,IPL
Super Kings,335974.0,Capitals,335975.0,Super Kings,335974.0,80 runs,Chennai,58008.0,"May 1, 2019",T20,1178425.0,IPL
Mum Indians,335978.0,Sunrisers,628333.0,tied,,,Mumbai,58324.0,"May 2, 2019",T20,1178426.0,IPL
Kings XI,335973.0,KKR,335971.0,KKR,335971.0,7 wickets,Mohali,57991.0,"May 3, 2019",T20,1178427.0,IPL
Capitals,335975.0,Royals,335977.0,Capitals,335975.0,5 wickets,Delhi,58040.0,"May 4, 2019",T20,1178428.0,IPL
RCB,335970.0,Sunrisers,628333.0,RCB,335970.0,4 wickets,Bengaluru,57897.0,"May 4, 2019",T20,1178429.0,IPL
Kings XI,335973.0,Super Kings,335974.0,Kings XI,335973.0,6 wickets,Mohali,57991.0,"May 5, 2019",T20,1178430.0,IPL
Mum Indians,335978.0,KKR,335971.0,Mum Indians,335978.0,9 wickets,Mumbai,58324.0,"May 5, 2019",T20,1178431.0,IPL
Super Kings,335974.0,Mum Indians,335978.0,Mum Indians,335978.0,6 wickets,Chennai,58008.0,"May 7, 2019",T20,1181764.0,IPL
Sunrisers,628333.0,Capitals,335975.0,Capitals,335975.0,2 wickets,Visakhapatnam,58547.0,"May 8, 2019",T20,1181766.0,IPL
Super Kings,335974.0,Capitals,335975.0,Super Kings,335974.0,6 wickets,Visakhapatnam,58547.0,"May 10, 2019",T20,1181767.0,IPL
Super Kings,335974.0,Mum Indians,335978.0,Mum Indians,335978.0,1 run,Hyderabad (Deccan),58142.0,"May 12, 2019",T20,1181768.0,IPL
Mum Indians,335978.0,RCB,335970.0,RCB,335970.0,2 wickets,Chennai,58008.0,"Apr 9, 2021",T20,1254058.0,IPL
Super Kings,335974.0,Capitals,335975.0,Capitals,335975.0,7 wickets,Mumbai,58324.0,"Apr 10, 2021",T20,1254059.0,IPL
Thunder,509674.0,Sixers,509673.0,Sixers,509673.0,9 wickets,Sydney,756719.0,"Dec 20, 2016",T20,1023581.0,BBL
Strikers,509667.0,Heat,509668.0,Heat,509668.0,10 runs,Adelaide,56293.0,"Dec 21, 2016",T20,1023583.0,BBL
Renegades,509671.0,Thunder,509674.0,Renegades,509671.0,49 runs,Melbourne (Docklands),56450.0,"Dec 22, 2016",T20,1023585.0,BBL
Sixers,509673.0,Hurricanes,509669.0,Hurricanes,509669.0,60 runs,Sydney,56544.0,"Dec 23, 2016",T20,1023587.0,BBL
Scorchers,509670.0,Strikers,509667.0,Scorchers,509670.0,48 runs,Perth,56490.0,"Dec 23, 2016",T20,1023589.0,BBL
Hurricanes,509669.0,Stars,509672.0,Stars,509672.0,7 wickets,Hobart,56407.0,"Dec 26, 2016",T20,1023591.0,BBL
Sixers,509673.0,Scorchers,509670.0,Sixers,509673.0,6 wickets,Sydney,56544.0,"Dec 27, 2016",T20,1023593.0,BBL
Thunder,509674.0,Heat,509668.0,Heat,509668.0,3 wickets,Sydney,756719.0,"Dec 28, 2016",T20,1023595.0,BBL
Renegades,509671.0,Scorchers,509670.0,Scorchers,509670.0,4 wickets,Melbourne (Docklands),56450.0,"Dec 29, 2016",T20,1023597.0,BBL
Heat,509668.0,Hurricanes,509669.0,Heat,509668.0,7 wickets,Brisbane,56336.0,"Dec 30, 2016",T20,1023599.0,BBL
Strikers,509667.0,Sixers,509673.0,Strikers,509667.0,48 runs,Adelaide,56293.0,"Dec 31, 2016",T20,1023601.0,BBL
Stars,509672.0,Renegades,509671.0,Renegades,509671.0,7 runs,Melbourne,56441.0,"Jan 1, 2017",T20,1023603.0,BBL
Scorchers,509670.0,Thunder,509674.0,Scorchers,509670.0,50 runs,Perth,56490.0,"Jan 1, 2017",T20,1023605.0,BBL
Hurricanes,509669.0,Strikers,509667.0,Hurricanes,509669.0,8 wickets,Hobart,56407.0,"Jan 2, 2017",T20,1023607.0,BBL
Heat,509668.0,Sixers,509673.0,Sixers,509673.0,3 wickets,Brisbane,56336.0,"Jan 3, 2017",T20,1023609.0,BBL
Thunder,509674.0,Stars,509672.0,Thunder,509674.0,6 wickets,Sydney,756719.0,"Jan 4, 2017",T20,1023611.0,BBL
Scorchers,509670.0,Heat,509668.0,Heat,509668.0,9 wickets,Perth,56490.0,"Jan 5, 2017",T20,1023613.0,BBL
Strikers,509667.0,Hurricanes,509669.0,Strikers,509667.0,5 wickets,Adelaide,56293.0,"Jan 6, 2017",T20,1023615.0,BBL
Renegades,509671.0,Stars,509672.0,Stars,509672.0,46 runs,Melbourne (Docklands),56450.0,"Jan 7, 2017",T20,1023617.0,BBL
Hurricanes,509669.0,Thunder,509674.0,Thunder,509674.0,6 wickets,Hobart,56407.0,"Jan 8, 2017",T20,1023619.0,BBL
Sixers,509673.0,Renegades,509671.0,Sixers,509673.0,6 wickets,Sydney,56544.0,"Jan 9, 2017",T20,1023621.0,BBL
Stars,509672.0,Strikers,509667.0,Stars,509672.0,2 wickets,Melbourne,56441.0,"Jan 10, 2017",T20,1023623.0,BBL
Heat,509668.0,Scorchers,509670.0,Scorchers,509670.0,27 runs,Brisbane,56336.0,"Jan 11, 2017",T20,1023625.0,BBL
Renegades,509671.0,Hurricanes,509669.0,Hurricanes,509669.0,2 wickets,Melbourne (Docklands),56450.0,"Jan 12, 2017",T20,1023627.0,BBL
Sixers,509673.0,Thunder,509674.0,Thunder,509674.0,8 wickets,Sydney,56544.0,"Jan 14, 2017",T20,1023629.0,BBL
Scorchers,509670.0,Stars,509672.0,Stars,509672.0,7 wickets,Perth,56490.0,"Jan 14, 2017",T20,1023631.0,BBL
Strikers,509667.0,Renegades,509671.0,Renegades,509671.0,6 runs,Adelaide,56293.0,"Jan 16, 2017",T20,1023633.0,BBL
Stars,509672.0,Heat,509668.0,Heat,509668.0,7 wickets,Melbourne,56441.0,"Jan 17, 2017",T20,1023635.0,BBL
Thunder,509674.0,Strikers,509667.0,Strikers,509667.0,77 runs,Sydney,756719.0,"Jan 18, 2017",T20,1023637.0,BBL
Heat,509668.0,Renegades,509671.0,Renegades,509671.0,1 run,Brisbane,56336.0,"Jan 20, 2017",T20,1023639.0,BBL
Hurricanes,509669.0,Scorchers,509670.0,Scorchers,509670.0,7 wickets,Hobart,56407.0,"Jan 21, 2017",T20,1023641.0,BBL
Stars,509672.0,Sixers,509673.0,Sixers,509673.0,3 wickets,Melbourne,56441.0,"Jan 21, 2017",T20,1023643.0,BBL
Scorchers,509670.0,Stars,509672.0,Scorchers,509670.0,7 wickets,Perth,56490.0,"Jan 24, 2017",T20,1023645.0,BBL
Heat,509668.0,Sixers,509673.0,tied,,,Brisbane,56336.0,"Jan 25, 2017",T20,1023647.0,BBL
Scorchers,509670.0,Sixers,509673.0,Scorchers,509670.0,9 wickets,Perth,56490.0,"Jan 28, 2017",T20,1023649.0,BBL
Thunder,509674.0,Sixers,509673.0,Thunder,509674.0,5 wickets,Sydney,756719.0,"Dec 19, 2017",T20,1114856.0,BBL
Heat,509668.0,Stars,509672.0,Heat,509668.0,15 runs,Brisbane,56336.0,"Dec 20, 2017",T20,1114857.0,BBL
Hurricanes,509669.0,Renegades,509671.0,Renegades,509671.0,7 wickets,Hobart,56407.0,"Dec 21, 2017",T20,1114858.0,BBL
Strikers,509667.0,Thunder,509674.0,Strikers,509667.0,53 runs,Adelaide,56293.0,"Dec 22, 2017",T20,1114859.0,BBL
Sixers,509673.0,Scorchers,509670.0,Scorchers,509670.0,6 wickets,Sydney,56544.0,"Dec 23, 2017",T20,1114860.0,BBL
Renegades,509671.0,Heat,509668.0,Renegades,509671.0,7 wickets,Melbourne (Docklands),56450.0,"Dec 23, 2017",T20,1114861.0,BBL
Scorchers,509670.0,Stars,509672.0,Scorchers,509670.0,13 runs,Perth,56490.0,"Dec 26, 2017",T20,1114862.0,BBL
Heat,509668.0,Thunder,509674.0,Heat,509668.0,6 wickets,Brisbane,56336.0,"Dec 27, 2017",T20,1114863.0,BBL
Sixers,509673.0,Strikers,509667.0,Strikers,509667.0,6 runs,Sydney,56544.0,"Dec 28, 2017",T20,1114864.0,BBL
Renegades,509671.0,Scorchers,509670.0,Scorchers,509670.0,3 wickets,Melbourne (Docklands),56450.0,"Dec 29, 2017",T20,1114865.0,BBL
Hurricanes,509669.0,Thunder,509674.0,Thunder,509674.0,57 runs,Launceston,805977.0,"Dec 30, 2017",T20,1114866.0,BBL
Strikers,509667.0,Heat,509668.0,Strikers,509667.0,56 runs,Adelaide,56293.0,"Dec 31, 2017",T20,1114867.0,BBL
Thunder,509674.0,Hurricanes,509669.0,Hurricanes,509669.0,9 runs,Sydney,756719.0,"Jan 1, 2018",T20,1114868.0,BBL
Scorchers,509670.0,Sixers,509673.0,Scorchers,509670.0,6 wickets,Perth,56490.0,"Jan 1, 2018",T20,1114869.0,BBL
Stars,509672.0,Heat,509668.0,Heat,509668.0,9 wickets,Melbourne,56441.0,"Jan 2, 2018",T20,1114870.0,BBL
Renegades,509671.0,Sixers,509673.0,Renegades,509671.0,8 wickets,Geelong,56402.0,"Jan 3, 2018",T20,1114871.0,BBL
Hurricanes,509669.0,Strikers,509667.0,Hurricanes,509669.0,7 runs,Hobart,56407.0,"Jan 4, 2018",T20,1114872.0,BBL
Heat,509668.0,Scorchers,509670.0,Heat,509668.0,49 runs,Brisbane,56336.0,"Jan 5, 2018",T20,1114873.0,BBL
Stars,509672.0,Renegades,509671.0,Renegades,509671.0,6 wickets,Melbourne,56441.0,"Jan 6, 2018",T20,1114874.0,BBL
Thunder,509674.0,Strikers,509667.0,Strikers,509667.0,25 runs,Sydney,756719.0,"Jan 7, 2018",T20,1114875.0,BBL
Hurricanes,509669.0,Sixers,509673.0,Hurricanes,509669.0,5 runs,Hobart,56407.0,"Jan 8, 2018",T20,1114876.0,BBL
Scorchers,509670.0,Renegades,509671.0,Scorchers,509670.0,5 wickets,Perth,56490.0,"Jan 8, 2018",T20,1114877.0,BBL
Strikers,509667.0,Stars,509672.0,Strikers,509667.0,8 wickets,Adelaide,56293.0,"Jan 9, 2018",T20,1114878.0,BBL
Heat,509668.0,Hurricanes,509669.0,Hurricanes,509669.0,3 runs,Brisbane,56336.0,"Jan 10, 2018",T20,1114879.0,BBL
Thunder,509674.0,Scorchers,509670.0,Thunder,509674.0,3 runs,Sydney,756719.0,"Jan 11, 2018",T20,1114880.0,BBL
Renegades,509671.0,Stars,509672.0,Stars,509672.0,23 runs,Melbourne (Docklands),56450.0,"Jan 12, 2018",T20,1114881.0,BBL
Strikers,509667.0,Scorchers,509670.0,Scorchers,509670.0,6 wickets,Alice Springs,56600.0,"Jan 13, 2018",T20,1114882.0,BBL
Sixers,509673.0,Thunder,509674.0,Sixers,509673.0,8 wickets,Sydney,56544.0,"Jan 13, 2018",T20,1114883.0,BBL
Hurricanes,509669.0,Heat,509668.0,Hurricanes,509669.0,6 wickets,Hobart,56407.0,"Jan 15, 2018",T20,1114884.0,BBL
Stars,509672.0,Sixers,509673.0,Sixers,509673.0,8 wickets,Melbourne,56441.0,"Jan 16, 2018",T20,1114885.0,BBL
Strikers,509667.0,Hurricanes,509669.0,Strikers,509667.0,11 runs,Adelaide,56293.0,"Jan 17, 2018",T20,1114886.0,BBL
Sixers,509673.0,Heat,509668.0,Sixers,509673.0,9 wickets,Sydney,56544.0,"Jan 18, 2018",T20,1114887.0,BBL
Stars,509672.0,Thunder,509674.0,Thunder,509674.0,7 wickets,Melbourne,56441.0,"Jan 20, 2018",T20,1114888.0,BBL
Scorchers,509670.0,Hurricanes,509669.0,Scorchers,509670.0,5 wickets,Perth,56490.0,"Jan 20, 2018",T20,1114889.0,BBL
Renegades,509671.0,Strikers,509667.0,Strikers,509667.0,26 runs,Melbourne (Docklands),56450.0,"Jan 22, 2018",T20,1114890.0,BBL
Sixers,509673.0,Stars,509672.0,Sixers,509673.0,5 wickets,Sydney,56544.0,"Jan 23, 2018",T20,1114891.0,BBL
Thunder,509674.0,Renegades,509671.0,Renegades,509671.0,9 runs,Canberra,56370.0,"Jan 24, 2018",T20,1114892.0,BBL
Scorchers,509670.0,Strikers,509667.0,Scorchers,509670.0,4 wickets,Perth,56490.0,"Jan 25, 2018",T20,1114893.0,BBL
Stars,509672.0,Hurricanes,509669.0,Stars,509672.0,3 wickets,Melbourne,56441.0,"Jan 27, 2018",T20,1114894.0,BBL
Heat,509668.0,Renegades,509671.0,Renegades,509671.0,26 runs,Brisbane,56336.0,"Jan 27, 2018",T20,1114895.0,BBL
Scorchers,509670.0,Hurricanes,509669.0,Hurricanes,509669.0,71 runs,Perth,1126475.0,"Feb 1, 2018",T20,1114896.0,BBL
Strikers,509667.0,Renegades,509671.0,Strikers,509667.0,1 run,Adelaide,56293.0,"Feb 2, 2018",T20,1114897.0,BBL
Strikers,509667.0,Hurricanes,509669.0,Strikers,509667.0,25 runs,Adelaide,56293.0,"Feb 4, 2018",T20,1114898.0,BBL
Heat,509668.0,Strikers,509667.0,Strikers,509667.0,5 wickets,Brisbane,56336.0,"Dec 19, 2018",T20,1152511.0,BBL
Renegades,509671.0,Scorchers,509670.0,Renegades,509671.0,4 wickets,Melbourne (Docklands),56450.0,"Dec 20, 2018",T20,1152512.0,BBL
Thunder,509674.0,Stars,509672.0,Thunder,509674.0,15 runs,Canberra,56370.0,"Dec 21, 2018",T20,1152513.0,BBL
Sixers,509673.0,Scorchers,509670.0,Sixers,509673.0,17 runs,Sydney,56544.0,"Dec 22, 2018",T20,1152514.0,BBL
Heat,509668.0,Hurricanes,509669.0,Hurricanes,509669.0,15 runs,Carrara,56383.0,"Dec 22, 2018",T20,1152515.0,BBL
Strikers,509667.0,Renegades,509671.0,Renegades,509671.0,5 wickets,Adelaide,56293.0,"Dec 23, 2018",T20,1152516.0,BBL
Hurricanes,509669.0,Stars,509672.0,Hurricanes,509669.0,6 wickets,Hobart,56407.0,"Dec 24, 2018",T20,1152517.0,BBL
Thunder,509674.0,Sixers,509673.0,Thunder,509674.0,21 runs,Sydney,756719.0,"Dec 24, 2018",T20,1152518.0,BBL
Scorchers,509670.0,Strikers,509667.0,Scorchers,509670.0,7 wickets,Perth,1126475.0,"Dec 26, 2018",T20,1152519.0,BBL
Sixers,509673.0,Stars,509672.0,Stars,509672.0,5 wickets,Sydney,56544.0,"Dec 27, 2018",T20,1152520.0,BBL
Hurricanes,509669.0,Thunder,509674.0,Hurricanes,509669.0,7 wickets,Hobart,56407.0,"Dec 28, 2018",T20,1152521.0,BBL
Renegades,509671.0,Sixers,509673.0,Sixers,509673.0,33 runs,Melbourne (Docklands),56450.0,"Dec 29, 2018",T20,1152522.0,BBL
Hurricanes,509669.0,Scorchers,509670.0,Hurricanes,509669.0,6 wickets,Launceston,805977.0,"Dec 30, 2018",T20,1152523.0,BBL
Strikers,509667.0,Thunder,509674.0,Strikers,509667.0,20 runs,Adelaide,56293.0,"Dec 31, 2018",T20,1152524.0,BBL
Heat,509668.0,Sixers,509673.0,Sixers,509673.0,5 wickets,Carrara,56383.0,"Jan 1, 2019",T20,1152525.0,BBL
Stars,509672.0,Renegades,509671.0,Stars,509672.0,7 wickets,Melbourne,56441.0,"Jan 1, 2019",T20,1152526.0,BBL
Thunder,509674.0,Scorchers,509670.0,Thunder,509674.0,1 run,Sydney,756719.0,"Jan 2, 2019",T20,1152527.0,BBL
Renegades,509671.0,Strikers,509667.0,Strikers,509667.0,32 runs,Geelong,56402.0,"Jan 3, 2019",T20,1152528.0,BBL
Hurricanes,509669.0,Sixers,509673.0,Hurricanes,509669.0,5 wickets,Hobart,56407.0,"Jan 4, 2019",T20,1152529.0,BBL
Stars,509672.0,Thunder,509674.0,Stars,509672.0,8 wickets,Carrara,56383.0,"Jan 5, 2019",T20,1152530.0,BBL
Scorchers,509670.0,Heat,509668.0,Heat,509668.0,5 wickets,Perth,1126475.0,"Jan 5, 2019",T20,1152531.0,BBL
Strikers,509667.0,Sixers,509673.0,Sixers,509673.0,6 wickets,Adelaide,56293.0,"Jan 6, 2019",T20,1152532.0,BBL
Renegades,509671.0,Hurricanes,509669.0,Renegades,509671.0,6 wickets,Melbourne (Docklands),56450.0,"Jan 7, 2019",T20,1152533.0,BBL
Thunder,509674.0,Heat,509668.0,Heat,509668.0,15 runs,Sydney,756719.0,"Jan 8, 2019",T20,1152534.0,BBL
Stars,509672.0,Scorchers,509670.0,Scorchers,509670.0,6 wickets,Melbourne,56441.0,"Jan 9, 2019",T20,1152535.0,BBL
Heat,509668.0,Renegades,509671.0,Renegades,509671.0,8 wickets,Brisbane,56336.0,"Jan 10, 2019",T20,1152536.0,BBL
Strikers,509667.0,Stars,509672.0,Strikers,509667.0,41 runs,Adelaide,56293.0,"Jan 11, 2019",T20,1152537.0,BBL
Thunder,509674.0,Strikers,509667.0,Thunder,509674.0,71 runs,Sydney,756719.0,"Jan 13, 2019",T20,1152538.0,BBL
Renegades,509671.0,Heat,509668.0,Heat,509668.0,101 runs,Geelong,56403.0,"Jan 13, 2019",T20,1152539.0,BBL
Scorchers,509670.0,Sixers,509673.0,Scorchers,509670.0,7 wickets,Perth,1126475.0,"Jan 13, 2019",T20,1152540.0,BBL
Stars,509672.0,Hurricanes,509669.0,Hurricanes,509669.0,59 runs,Melbourne,56441.0,"Jan 14, 2019",T20,1152541.0,BBL
Sixers,509673.0,Renegades,509671.0,Renegades,509671.0,7 wickets,Sydney,56544.0,"Jan 16, 2019",T20,1152542.0,BBL
Heat,509668.0,Thunder,509674.0,no result,,,Brisbane,56336.0,"Jan 17, 2019",T20,1152543.0,BBL
Scorchers,509670.0,Hurricanes,509669.0,Hurricanes,509669.0,4 wickets,Perth,1126475.0,"Jan 18, 2019",T20,1152544.0,BBL
Renegades,509671.0,Stars,509672.0,Stars,509672.0,6 wickets,Melbourne (Docklands),56450.0,"Jan 19, 2019",T20,1152545.0,BBL
Sixers,509673.0,Heat,509668.0,Sixers,509673.0,79 runs,Sydney,56544.0,"Jan 20, 2019",T20,1152546.0,BBL
Strikers,509667.0,Hurricanes,509669.0,Hurricanes,509669.0,10 wickets,Adelaide,56293.0,"Jan 21, 2019",T20,1152547.0,BBL
Thunder,509674.0,Renegades,509671.0,Renegades,509671.0,12 runs,Sydney,756719.0,"Jan 22, 2019",T20,1152548.0,BBL
Stars,509672.0,Strikers,509667.0,Stars,509672.0,44 runs,Moe,1170382.0,"Jan 23, 2019",T20,1152549.0,BBL
Sixers,509673.0,Hurricanes,509669.0,Sixers,509673.0,9 wickets,Sydney,56544.0,"Jan 23, 2019",T20,1152550.0,BBL
Scorchers,509670.0,Thunder,509674.0,Thunder,509674.0,6 wickets,Perth,1126475.0,"Jan 24, 2019",T20,1152551.0,BBL
Stars,509672.0,Heat,509668.0,Stars,509672.0,5 runs,Melbourne,56441.0,"Jan 27, 2019",T20,1152552.0,BBL
Scorchers,509670.0,Renegades,509671.0,Renegades,509671.0,78 runs,Perth,1126475.0,"Jan 28, 2019",T20,1152553.0,BBL
Hurricanes,509669.0,Heat,509668.0,Hurricanes,509669.0,9 wickets,Hobart,56407.0,"Jan 29, 2019",T20,1152554.0,BBL
Sixers,509673.0,Strikers,509667.0,Sixers,509673.0,8 wickets,Sydney,56544.0,"Jan 29, 2019",T20,1152555.0,BBL
Renegades,509671.0,Thunder,509674.0,Renegades,509671.0,27 runs,Melbourne (Docklands),56450.0,"Jan 30, 2019",T20,1152556.0,BBL
Hurricanes,509669.0,Strikers,509667.0,Strikers,509667.0,7 wickets,Launceston,805977.0,"Jan 31, 2019",T20,1152557.0,BBL
Heat,509668.0,Scorchers,509670.0,Heat,509668.0,6 wickets,Brisbane,56336.0,"Feb 1, 2019",T20,1152558.0,BBL
Sixers,509673.0,Thunder,509674.0,Sixers,509673.0,9 wickets,Sydney,56544.0,"Feb 2, 2019",T20,1152559.0,BBL
Strikers,509667.0,Heat,509668.0,Heat,509668.0,6 wickets,Adelaide,56293.0,"Feb 3, 2019",T20,1152560.0,BBL
Scorchers,509670.0,Stars,509672.0,Scorchers,509670.0,27 runs,Perth,1126475.0,"Feb 3, 2019",T20,1152561.0,BBL
Hurricanes,509669.0,Renegades,509671.0,Hurricanes,509669.0,16 runs,Hobart,56407.0,"Feb 7, 2019",T20,1152562.0,BBL
Heat,509668.0,Stars,509672.0,Heat,509668.0,10 wickets,Brisbane,56336.0,"Feb 8, 2019",T20,1152563.0,BBL
Strikers,509667.0,Scorchers,509670.0,Strikers,509667.0,5 wickets,Adelaide,56293.0,"Feb 9, 2019",T20,1152564.0,BBL
Thunder,509674.0,Hurricanes,509669.0,Thunder,509674.0,4 wickets,Canberra,56370.0,"Feb 9, 2019",T20,1152565.0,BBL
Stars,509672.0,Sixers,509673.0,Stars,509672.0,94 runs,Melbourne,56441.0,"Feb 10, 2019",T20,1152566.0,BBL
Hurricanes,509669.0,Stars,509672.0,Stars,509672.0,6 wickets,Hobart,56407.0,"Feb 14, 2019",T20,1152567.0,BBL
Renegades,509671.0,Sixers,509673.0,Renegades,509671.0,3 wickets,Melbourne (Docklands),56450.0,"Feb 15, 2019",T20,1152568.0,BBL
Stars,509672.0,Renegades,509671.0,Renegades,509671.0,13 runs,Melbourne (Docklands),56450.0,"Feb 17, 2019",T20,1152569.0,BBL
Heat,509668.0,Thunder,509674.0,Thunder,509674.0,29 runs,Brisbane,56336.0,"Dec 17, 2019",T20,1195573.0,BBL
Sixers,509673.0,Scorchers,509670.0,Sixers,509673.0,8 wickets,Sydney,56544.0,"Dec 18, 2019",T20,1195574.0,BBL
Renegades,509671.0,Thunder,509674.0,Thunder,509674.0,6 wickets,Geelong,56402.0,"Dec 19, 2019",T20,1195575.0,BBL
Hurricanes,509669.0,Sixers,509673.0,Hurricanes,509669.0,25 runs,Alice Springs,56600.0,"Dec 20, 2019",T20,1195576.0,BBL
Heat,509668.0,Stars,509672.0,Stars,509672.0,22 runs,Carrara,56383.0,"Dec 20, 2019",T20,1195577.0,BBL
Thunder,509674.0,Strikers,509667.0,no result,,,Canberra,56370.0,"Dec 21, 2019",T20,1195578.0,BBL
Scorchers,509670.0,Renegades,509671.0,Scorchers,509670.0,11 runs,Perth,1126475.0,"Dec 21, 2019",T20,1195579.0,BBL
Stars,509672.0,Hurricanes,509669.0,Stars,509672.0,52 runs,Moe,1170382.0,"Dec 22, 2019",T20,1195580.0,BBL
Sixers,509673.0,Heat,509668.0,Heat,509668.0,48 runs,Sydney,56544.0,"Dec 22, 2019",T20,1195581.0,BBL
